FID,num,uni_num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积
513,1131,414,790,南京师范大学中北学院,4132013906.000000000000000,江苏省教育厅,镇江市,本科,民办,南京师范大学中北学院(丹阳校区),fd014a9b908080a5fda7789a,丹阳市,119.536351199999999,32.016496920000002,58.7468987
514,1118,408,776,南通理工学院,4132012056.000000000000000,江苏省教育厅,南通市,本科,民办,南通理工学院(南通校区),db7801a15ecd3a43b45f1e70,崇川区,120.804781000000006,32.044693920000000,33.2705994
515,1147,427,803,常州大学怀德学院,4132013992.000000000000000,江苏省教育厅,泰州市,本科,民办,常州大学怀德学院(靖江校区),5986bc5a2d9ebe228936eec9,靖江市,120.378171199999997,32.046901130000002,47.5923996
516,1138,421,797,江苏大学京江学院,4132013986.000000000000000,江苏省教育厅,镇江市,本科,民办,江苏大学京江学院,8a69cf474067e21fc356acb7,丹徒区,119.348467099999993,32.115744370000002,53.7765999
517,1048,389,737,江苏科技大学,4132010289.000000000000000,江苏省,镇江市,本科,公办,江苏科技大学(长山校区),4a82ec3f19eeb6c3764ff184,丹徒区,119.357790899999998,32.113457150000002,154.3009949
518,1961,706,1491,信阳师范学院,4141010477.000000000000000,河南省,信阳市,本科,公办,信阳师范学院(谭山校区),be953eaa704bc45cd1f49ef5,浉河区,114.033056799999997,32.140277980000000,83.2237015
519,2073,738,1523,信阳学院,4141013503.000000000000000,河南省教育厅,信阳市,本科,民办,信阳学院,35558d3606cb09c533169bfa,浉河区,114.031653100000000,32.145558870000002,50.1652985
520,2017,720,1505,信阳农林学院,4141011326.000000000000000,河南省,信阳市,本科,公办,信阳农林学院,925c550f8d640cb15a3ac801,平桥区,114.118997500000006,32.163149879999999,63.0569992
521,1145,425,801,南京财经大学红山学院,4132013990.000000000000000,江苏省教育厅,镇江市,本科,民办,南京财经大学红山学院,a5ef680f6ff218d7b9df8ff3,句容市,119.227613399999996,32.167810680000002,46.2221985
522,1047,389,737,江苏科技大学,4132010289.000000000000000,江苏省,镇江市,本科,公办,江苏科技大学(梦溪校区),b0d056f253860302cbc3db8c,京口区,119.464524299999994,32.197024550000002,34.2257004
523,1063,393,745,江苏大学,4132010299.000000000000000,江苏省,镇江市,本科,公办,江苏大学,a67f1c85d6a27db688fc060f,京口区,119.509026700000007,32.202029060000001,178.5769958
524,1381,509,1025,滁州学院,4134010377.000000000000000,安徽省,滁州市,本科,公办,滁州学院(会峰校区),d9115aaa618344e384330483,琅琊区,118.308532900000003,32.278073599999999,83.3966980
525,1144,424,800,南京邮电大学通达学院,4132013989.000000000000000,江苏省教育厅,扬州市,本科,民办,南京邮电大学通达学院,9c77ab73cbd204da8bf15d08,邗江区,119.395062199999998,32.333908960000002,32.9273987
526,1103,404,767,扬州大学,4132011117.000000000000000,江苏省,扬州市,本科,公办,扬州大学(扬子津校区),083a55facb682779246e987d,邗江区,119.394678400000004,32.344041720000000,88.4765015
527,1104,404,767,扬州大学,4132011117.000000000000000,江苏省,扬州市,本科,公办,扬州大学(文汇路校区),148832923a3e8b9b0b1cc700,邗江区,119.417799900000006,32.391132079999998,34.1910019
528,1129,412,787,南京理工大学泰州科技学院,4132013842.000000000000000,江苏省教育厅,泰州市,本科,民办,南京理工大学泰州科技学院,a47d4871b9948065adcb661e,海陵区,119.935785999999993,32.466033889999999,40.2411003
529,1121,409,779,泰州学院,4132012917.000000000000000,江苏省,泰州市,本科,公办,泰州学院,d76cda8b554bf53e2bb97cb3,海陵区,119.937350400000000,32.472083869999999,52.4835014
530,1130,413,788,南京师范大学泰州学院,4132013843.000000000000000,江苏省教育厅,泰州市,本科,民办,南京师范大学泰州学院,1e6ae73815f39b9246e2748d,海陵区,119.935828599999994,32.478384609999999,58.6334000
531,1119,408,776,南通理工学院,4132012056.000000000000000,江苏省教育厅,南通市,本科,民办,南通理工学院(海安校区),661563cda93a315da5da39d0,海安市,120.548890000000000,32.511734279999999,33.0428009
532,1345,496,1012,安徽理工大学,4134010361.000000000000000,安徽省,淮南市,本科,公办,安徽理工大学,93eb10361f328c158605bf88,田家庵区,117.014291400000005,32.553925309999997,201.7899933
533,1395,513,1029,淮南师范学院,4134010381.000000000000000,安徽省,淮南市,本科,公办,淮南师范学院(泉山校区),72dcbb900b42b037ee74f87b,田家庵区,116.954832100000004,32.615932090000001,64.4389038
534,2140,766,1650,汉江师范学院,4142010518.000000000000000,湖北省,十堰市,本科,公办,汉江师范学院,5ca7c6b4d93b2fab130daa3b,茅箭区,110.784279299999994,32.618800620000002,31.7068005
535,2169,776,1660,湖北医药学院,4142010929.000000000000000,湖北省,十堰市,本科,公办,湖北医药学院,dad886347d75bd5f9e95de50,茅箭区,110.779102699999996,32.624626880000001,32.3883018
536,2216,802,1686,湖北汽车工业学院科技学院,4142013248.000000000000000,湖北省教育厅,十堰市,本科,民办,湖北汽车工业学院科技学院,d7598a6db7159d3ba1a9343c,茅箭区,110.796212800000006,32.623836740000002,40.6459007
537,2159,772,1656,湖北汽车工业学院,4142010525.000000000000000,湖北省,十堰市,本科,公办,湖北汽车工业学院,fd13a3f2443434fab1077dca,张湾区,110.733521499999995,32.652801210000000,35.0946999
538,3197,1154,2552,安康学院,4161011397.000000000000000,陕西省,安康市,本科,公办,安康学院(江北校区),391aa38e9155102ce607385c,汉滨区,108.976148699999996,32.701627240000001,38.8205986
539,1408,516,1032,安徽科技学院,4134010879.000000000000000,安徽省,滁州市,本科,公办,安徽科技学院(凤阳校区),d305db1fb3d26c3d922ca398,凤阳县,117.558112600000001,32.876100039999997,62.5730019
540,1413,519,1035,蚌埠学院,4134011305.000000000000000,安徽省,蚌埠市,本科,公办,蚌埠学院,3647a1afcdf83532a1d23025,龙子湖区,117.417813499999994,32.891260639999999,53.3366013
541,1368,504,1020,阜阳师范大学,4134010371.000000000000000,安徽省,阜阳市,本科,公办,阜阳师范大学(西湖校区),6deee3086fa53e6a29fc48f7,颍州区,115.778864100000007,32.892347080000000,64.1010971
542,1383,510,1026,安徽财经大学,4134010378.000000000000000,安徽省,蚌埠市,本科,公办,安徽财经大学(龙湖东校区),ff537f938b2edd8709a8d412,龙子湖区,117.418807799999996,32.907486900000002,67.5746002
543,2039,725,1510,南阳理工学院,4141011653.000000000000000,河南省,南阳市,本科,公办,南阳理工学院,6ea622c87da9c62c5e0d02ad,宛城区,112.547311199999996,32.969117599999997,62.8706017
544,1977,710,1495,南阳师范学院,4141010481.000000000000000,河南省,南阳市,本科,公办,南阳师范学院,b32855a54017c0e39e9d6854,卧龙区,112.481948700000004,32.977829300000003,72.9785004
545,1993,715,1500,黄淮学院,4141010918.000000000000000,河南省,驻马店市,本科,公办,黄淮学院(开源路),881a28e710261947f942b2ce,驿城区,114.000528599999996,33.012284229999999,83.4972992
546,3161,1142,2540,陕西理工大学,4161010720.000000000000000,陕西省,汉中市,本科,公办,陕西理工大学,6f90a4abc0eb4aa43b221cdb,汉台区,107.048111199999994,33.071196270000002,40.8255005
547,3162,1142,2540,陕西理工大学,4161010720.000000000000000,陕西省,汉中市,本科,公办,陕西理工大学(北校区),cc0849a0709ad850940319c0,勉县,106.950164799999996,33.212924670000000,35.6533012
548,1088,399,757,盐城师范学院,4132010324.000000000000000,江苏省,盐城市,本科,公办,盐城师范学院(新长校区),5508504d967883cac7f02574,亭湖区,120.199729500000004,33.377261019999999,60.8720016
549,1072,395,748,盐城工学院,4132010305.000000000000000,江苏省,盐城市,本科,公办,盐城工学院(南校区),da583c5836aff47b100daa84,亭湖区,120.193880600000000,33.383691740000003,119.9950027
550,1096,402,765,淮阴工学院,4132011049.000000000000000,江苏省,淮安市,本科,公办,淮阴工学院(枚乘路校区),b518889b660b1040fb22137b,清江浦区,119.030360000000002,33.549545569999999,106.8730011
551,1386,511,1027,宿州学院,4134010379.000000000000000,安徽省,宿州市,本科,公办,宿州学院,dc0f0adc1b329822f82213cd,埇桥区,117.071626199999997,33.635072039999997,46.0964012
552,2088,746,1531,河南科技职业大学,4141014169.000000000000000,河南省教育厅,周口市,本科,民办,河南科技职业大学,d9839ee3e4ff55dfe0110348,川汇区,114.722294399999996,33.633722749999997,53.6441002
553,1964,707,1492,周口师范学院,4141010478.000000000000000,河南省,周口市,本科,公办,周口师范学院,ac4c8159c72f04dd1f1d1186,川汇区,114.677699399999995,33.637628829999997,89.0792999
554,1085,398,756,淮阴师范学院,4132010323.000000000000000,江苏省,淮安市,本科,公办,淮阴师范学院,82eafb320dc0699114c8f6ed,淮阴区,119.001805800000000,33.643205530000003,80.6066971
555,1998,716,1501,平顶山学院,4141010919.000000000000000,河南省,平顶山市,本科,公办,平顶山学院(湖滨校区),6288e6953e372ba4c51b75b0,新华区,113.203840000000000,33.747767240000002,62.3199997
556,2044,726,1511,河南城建学院,4141011765.000000000000000,河南省,平顶山市,本科,公办,河南城建学院,7a670e79d6eaea0ab1077d0c,新华区,113.180332600000000,33.774883000000003,84.5858994
557,1421,523,1039,亳州学院,4134012926.000000000000000,安徽省,亳州市,本科,公办,亳州学院,b17225cff192dc2a33169b45,谯城区,115.763187200000004,33.803933809999997,59.3886986
558,1373,506,1022,淮北师范大学,4134010373.000000000000000,安徽省,淮北市,本科,公办,淮北师范大学(滨湖校区),0a9134cfe01f492cc9fa5fe9,烈山区,116.870034000000004,33.910521240000001,99.4598999
559,1149,429,806,宿迁学院,4132014160.000000000000000,江苏省,宿迁市,本科,公办,宿迁学院,8d96925cce203b45c0f1cfb1,宿城区,118.291206399999993,33.931965300000002,73.9936981
560,1372,506,1022,淮北师范大学,4134010373.000000000000000,安徽省,淮北市,本科,公办,淮北师范大学,e5ea0d1b5d008c6f2b06ce44,相山区,116.805611900000002,33.985137629999997,41.4053001
561,3124,1132,2530,西安建筑科技大学,4161010703.000000000000000,陕西省,西安市,本科,公办,西安建筑科技大学(草堂校区),b0e2f05b3c3547d66f3e1b7e,鄠邑区,108.748870699999998,34.017893160000000,144.4440002
562,3226,1162,2560,西安翻译学院,4161012714.000000000000000,陕西省教育厅,西安市,本科,民办,西安翻译学院,4f1683d2f8e531a0246e98f4,长安区,109.005412100000001,34.025654189999997,48.3456993
563,3107,1128,2526,西北工业大学,4161010699.000000000000000,工业和信息化部,西安市,本科,公办,西北工业大学(长安校区),ac5e594a4e2716d31d580047,长安区,108.760440900000006,34.034939240000000,183.4779968
564,1971,709,1494,许昌学院,4141010480.000000000000000,河南省,许昌市,本科,公办,许昌学院,a9797f22d12370e14051c0f3,魏都区,113.863371700000002,34.045208580000001,62.8176994
565,3252,1177,2575,西安明德理工学院,4161013894.000000000000000,陕西省教育厅,西安市,本科,民办,西安明德理工学院,fd34c861f7e13162fe0eb088,长安区,108.780722299999994,34.047215000000001,37.6612015
566,3242,1169,2567,西北大学现代学院,4161013678.000000000000000,陕西省教育厅,西安市,本科,民办,西北大学现代学院,43b7e8894018926958f6be46,长安区,108.790251299999994,34.050597910000000,37.4151001
567,3182,1148,2546,西安体育学院,4161010727.000000000000000,陕西省,西安市,本科,公办,西安体育学院鄠邑校区,c0f20bf951949b93d12dd66b,鄠邑区,108.632515699999999,34.097027359999998,48.9371986
568,3255,1181,2579,西安科技大学高新学院,4161014042.000000000000000,陕西省教育厅,西安市,本科,民办,西安科技大学高新学院,7388dffd294352e8d3ff2343,长安区,108.879651300000006,34.105710049999999,37.3623009
569,3133,1134,2532,西安石油大学,4161010705.000000000000000,陕西省,西安市,本科,公办,西安石油大学(鄠邑校区),af1ae56b3a7a0c6f4207c106,鄠邑区,108.649297300000001,34.104464640000003,97.8405991
570,3253,1178,2576,西安信息职业大学,4161014030.000000000000000,陕西省教育厅,西安市,本科,民办,西安信息职业大学,a6b7cd1ae258263dc51b7570,长安区,108.937991800000006,34.117705940000000,44.2135010
571,3203,1156,2554,西安财经大学,4161011560.000000000000000,陕西省,西安市,本科,公办,西安财经大学(长安校区),c5ddcc088770a0bbd81318cf,长安区,108.930496500000004,34.116343770000000,78.5460968
572,3200,1155,2553,西安培华学院,4161011400.000000000000000,陕西省教育厅,西安市,本科,民办,西安培华学院(长安校区),f633606a9e8c3f330b69d940,长安区,108.931158600000003,34.124807990000001,46.0385017
573,3257,1182,2580,陕西学前师范学院,4161014390.000000000000000,陕西省,西安市,本科,公办,陕西学前师范学院(长安校区),0a46dc0f944c53233062120f,长安区,108.929773400000002,34.130738360000002,39.5087013
574,3116,1130,2528,西安电子科技大学,4161010701.000000000000000,教育部,西安市,本科,公办,西安电子科技大学(南校区),effb1b0b474e3ad9420245cb,长安区,108.828996300000000,34.124790599999997,204.1239929
575,3229,1163,2561,西京学院,4161012715.000000000000000,陕西省教育厅,西安市,本科,民办,西京学院,4edf9fbf0bba2a94cc06a458,长安区,108.924723900000004,34.134805620000002,82.2810974
576,3174,1146,2544,西安外国语大学,4161010724.000000000000000,陕西省,西安市,本科,公办,西安外国语大学(长安校区),101bc61b334d24a3c42ba158,长安区,108.871503599999997,34.137237630000001,50.1649017
577,3096,1126,2524,西北大学,4161010697.000000000000000,陕西省,西安市,本科,公办,西北大学(长安校区),61b848b2be66eaaadbd891cf,长安区,108.870001700000003,34.146637130000002,77.8489990
578,3177,1147,2545,西北政法大学,4161010726.000000000000000,陕西省,西安市,本科,公办,西北政法大学(长安校区),f0468d3be4106ff22fb17eb7,长安区,108.911286599999997,34.155960610000001,60.8236008
579,3212,1157,2555,西安邮电大学,4161011664.000000000000000,陕西省,西安市,本科,公办,西安邮电大学(长安校区),3f9d06d9e22b3fe825d2bbf6,长安区,108.898611700000004,34.154977889999998,65.1978989
580,3222,1160,2558,西安欧亚学院,4161012712.000000000000000,陕西省教育厅,西安市,本科,民办,西安欧亚学院,2f527cb3f49580657dc876a5,雁塔区,108.917334100000005,34.178268000000003,57.4729996
581,1117,407,774,徐州工程学院,4132011998.000000000000000,江苏省,徐州市,本科,公办,徐州工程学院(中心校区),b06204b463e4dc4117c8f610,云龙区,117.293481099999994,34.195021619999999,60.0660019
582,1079,397,755,江苏师范大学,4132010320.000000000000000,江苏省,徐州市,本科,公办,江苏师范大学(泉山校区),3d8d3dfaed7242112002203e,铜山区,117.174343699999994,34.198119740000003,84.0624008
583,3155,1140,2538,陕西师范大学,4161010718.000000000000000,教育部,西安市,本科,公办,陕西师范大学(雁塔校区),5d9f9623d54c9903c356ac85,雁塔区,108.947847199999998,34.206273760000002,37.3081017
584,3102,1127,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(雁塔校区),4edf9fbf3f91c697cc06a47f,雁塔区,108.936023199999994,34.218707029999997,33.1455002
585,3189,1151,2549,西安文理学院,4161011080.000000000000000,陕西省,西安市,本科,公办,西安文理学院,d4034eb366c7db88c03644ea,雁塔区,108.901461100000006,34.217357640000003,39.1744003
586,1050,390,738,中国矿业大学,4132010290.000000000000000,教育部,徐州市,本科,公办,中国矿业大学(南湖校区),9c5e0ab28ed7498aa01de9a2,铜山区,117.139435000000006,34.216400329999999,182.6000061
587,3111,1129,2527,西安理工大学,4161010700.000000000000000,陕西省,西安市,本科,公办,西安理工大学(曲江校区),bd5046e855f6b340d62ce2b5,雁塔区,108.991262500000005,34.222632910000002,42.1656990
588,1051,390,738,中国矿业大学,4132010290.000000000000000,教育部,徐州市,本科,公办,中国矿业大学(文昌校区),9c004423bdb93812f11937ad,泉山区,117.194903800000006,34.219846230000002,93.0334015
589,3101,1127,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(曲江校区),1de2ab509879aa1ac6effb98,雁塔区,108.995587299999997,34.225776969999998,46.7361984
590,3244,1171,2569,西安财经大学行知学院,4161013680.000000000000000,陕西省教育厅,西安市,本科,民办,西安财经大学行知学院,7bfa08fc6586f27f25d2bb4b,灞桥区,109.091163499999993,34.229257820000001,32.2421989
591,3223,1161,2559,西安外事学院,4161012713.000000000000000,陕西省教育厅,西安市,本科,民办,西安外事学院(南校区),97422fc1565e6454e311038e,雁塔区,108.863728199999997,34.232083879999998,37.8031998
592,3117,1130,2528,西安电子科技大学,4161010701.000000000000000,教育部,西安市,本科,公办,西安电子科技大学(北校区),0aa039e54330466db8bd6349,雁塔区,108.912135100000000,34.232480279999997,35.8548012
593,3232,1164,2562,西安思源学院,4161013121.000000000000000,陕西省教育厅,西安市,本科,民办,西安思源学院,eb23299cf9207e14b020a8d7,灞桥区,109.075068299999998,34.236078780000000,31.1872997
594,3123,1132,2530,西安建筑科技大学,4161010703.000000000000000,陕西省,西安市,本科,公办,西安建筑科技大学(雁塔校区),d6c5d991375a41e830169b54,碑林区,108.962024600000007,34.238976639999997,29.8003998
595,3106,1128,2526,西北工业大学,4161010699.000000000000000,工业和信息化部,西安市,本科,公办,西北工业大学(友谊校区),c332966b1c0ad5c2d6b74eb2,碑林区,108.910713999999999,34.246232499999998,58.7555008
596,3100,1127,2525,西安交通大学,4161010698.000000000000000,教育部,西安市,本科,公办,西安交通大学(兴庆校区),d67ad39faf3a5d6929201a71,碑林区,108.978903700000004,34.247753490000001,88.5721970
597,1076,396,751,徐州医科大学,4132010313.000000000000000,江苏省,徐州市,本科,公办,徐州医科大学(主校区),2b5c6a9c9e1f78147369d3df,云龙区,117.251205799999994,34.262764259999997,54.7897987
598,3149,1138,2536,西北农林科技大学,4161010712.000000000000000,教育部,咸阳市,本科,公办,西北农林科技大学(南校区),2874b79e77c6630681288a1c,杨陵区,108.066808499999993,34.260925329999999,115.9599991
599,3148,1138,2536,西北农林科技大学,4161010712.000000000000000,教育部,咸阳市,本科,公办,西北农林科技大学(北校区),7ee9423748b0954c8c55ec48,杨陵区,108.067879500000004,34.287179399999999,100.1630020
600,3235,1165,2563,陕西国际商贸学院,4161013123.000000000000000,陕西省教育厅,咸阳市,本科,民办,陕西国际商贸学院,edddd3aad9b995275cbe8628,秦都区,108.711376599999994,34.301034580000000,36.5545006
601,1142,423,799,江苏师范大学科文学院,4132013988.000000000000000,江苏省教育厅,徐州市,本科,民办,江苏师范大学科文学院(潘安湖校区),f48fd50b744c77bc04fef577,贾汪区,117.367477800000003,34.348498229999997,94.9941025
602,3164,1143,2541,宝鸡文理学院,4161010721.000000000000000,陕西省,宝鸡市,本科,公办,宝鸡文理学院(高新校区),c2eb847c9fffc55e4f6d46b4,渭滨区,107.205258599999993,34.350360530000003,45.8133011
603,3089,1124,2519,西藏民族大学,4154010695.000000000000000,西藏自治区,咸阳市,本科,公办,西藏民族大学,6fddd7fdb42ad27f3517dceb,渭城区,108.728051199999996,34.351091500000003,35.5760994
604,3167,1144,2542,咸阳师范学院,4161010722.000000000000000,陕西省,咸阳市,本科,公办,咸阳师范学院(渭城校区),53cebd50e71191612a02e1eb,渭城区,108.723565199999996,34.362824719999999,37.5852013
605,2070,735,1520,商丘工学院,4141013500.000000000000000,河南省教育厅,商丘市,本科,民办,商丘工学院(新校区),e9621c65b748cf75d72ce280,梁园区,115.706007200000002,34.363643029999999,30.7583008
606,3140,1136,2534,西安工程大学,4161010709.000000000000000,陕西省,西安市,本科,公办,西安工程大学(临潼校区),22a5dd814439a1909fec2b52,临潼区,109.181130800000005,34.366264110000003,60.2369995
607,3127,1133,2531,西安科技大学,4161010704.000000000000000,陕西省,西安市,本科,公办,西安科技大学临潼校区(骊山校园),1f23250cd07c4c82b23c8164,临潼区,109.188399099999998,34.366399340000001,59.5732994
608,3241,1168,2566,西安交通大学城市学院,4161013677.000000000000000,陕西省教育厅,西安市,本科,民办,西安交通大学城市学院,2a443b7d1620d50077026964,未央区,108.854742099999996,34.371199509999997,33.4931984
609,3144,1137,2535,长安大学,4161010710.000000000000000,教育部,西安市,本科,公办,长安大学(渭水校区),5f4d59aadca26761c61b7565,未央区,108.900225899999995,34.372627100000003,152.7129974
610,3135,1135,2533,陕西科技大学,4161010708.000000000000000,陕西省,西安市,本科,公办,陕西科技大学(西安校区),34e48508a9b8fbe1d8d89145,未央区,108.972425099999995,34.379164019999997,47.8049011
611,3120,1131,2529,西安工业大学,4161010702.000000000000000,陕西省,西安市,本科,公办,西安工业大学(未央校区),a7e22a4a0de17bcb4d776e62,未央区,108.981096500000007,34.381122120000001,58.5926018
612,2091,748,1533,郑州西亚斯学院,4141014654.000000000000000,河南省教育厅,郑州市,本科,民办,郑州西亚斯学院,12d21a4e59b7691188db73e4,新郑市,113.759267399999999,34.401062050000000,104.2949982
613,2084,744,1529,商丘学院,4141014003.000000000000000,河南省教育厅,商丘市,本科,民办,商丘学院,48506d14a72b250a601c6750,梁园区,115.714651599999996,34.407342849999999,96.1708984
614,2056,731,1516,郑州工业应用技术学院,4141012747.000000000000000,河南省教育厅,郑州市,本科,民办,郑州工业应用技术学院,da8fe7b95bd2d16102294fb8,新郑市,113.751227099999994,34.413830439999998,69.8107986
615,2069,735,1520,商丘工学院,4141013500.000000000000000,河南省教育厅,商丘市,本科,民办,商丘工学院,971af6102915c051bca24019,梁园区,115.680749199999994,34.419774179999997,34.6539001
616,1981,712,1497,商丘师范学院,4141010483.000000000000000,河南省,商丘市,本科,公办,商丘师范学院(梁园校区),754b40267ffd60672b3a9f7a,梁园区,115.614566800000006,34.435787840000003,85.4400024
617,3251,1176,2574,西安汽车职业大学,4161013738.000000000000000,陕西省教育厅,西安市,本科,民办,西安汽车职业大学(临潼校区),bf2ea57467f02a2b5b10935b,临潼区,109.176144100000002,34.445155530000001,48.6044998
618,3169,1145,2543,渭南师范学院,4161010723.000000000000000,陕西省,渭南市,本科,公办,渭南师范学院,23116913c69c5ffd734b8721,临渭区,109.459897200000000,34.492913770000001,45.4412994
619,2064,733,1518,郑州财经学院,4141013497.000000000000000,河南省教育厅,郑州市,本科,民办,郑州财经学院(航空港校区),64885dfb26ba04770782c2fd,中牟县,113.940213400000005,34.574333910000000,86.6801987
620,1927,698,1483,中原工学院,4141010465.000000000000000,河南省,郑州市,本科,公办,中原工学院(龙湖校区),d33ce30ddd0f4909eedfca21,新郑市,113.678645000000003,34.586709350000000,63.6706009
621,2090,747,1532,郑州升达经贸管理学院,4141014333.000000000000000,河南省教育厅,郑州市,本科,民办,郑州升达经贸管理学院,db120b717c4f3856b5f42f0d,新郑市,113.684486899999996,34.593709859999997,60.5802002
622,2011,718,1503,洛阳理工学院,4141011070.000000000000000,河南省,洛阳市,本科,公办,洛阳理工学院(王城校区),d6248c811156077edbecedd3,洛龙区,112.428961500000000,34.607124659999997,56.6240005
623,1111,406,773,江苏海洋大学,4132011641.000000000000000,江苏省,连云港市,本科,公办,江苏海洋大学,589ff7a1ada98e817adbd279,海州区,119.214827499999998,34.607992809999999,73.1572037
624,2010,718,1503,洛阳理工学院,4141011070.000000000000000,河南省,洛阳市,本科,公办,洛阳理工学院(开元校区),aeb235931404e09b6b49f3e0,洛龙区,112.413541199999997,34.614227360000001,50.3004990
625,2081,743,1528,郑州经贸学院,4141013508.000000000000000,河南省教育厅,郑州市,本科,民办,郑州经贸学院,7e4eb6453b1358530c0e6be7,新郑市,113.713775900000002,34.616561920000002,52.9086990
626,2030,723,1508,河南工程学院,4141011517.000000000000000,河南省,郑州市,本科,公办,河南工程学院,78bd658f97d5397c51e5c54b,新郑市,113.685859100000002,34.624491640000002,140.2749939
627,3216,1158,2556,西安航空学院,4161011736.000000000000000,陕西省,西安市,本科,公办,西安航空学院(阎良校区),1294066e0f32f36bb817e704,阎良区,109.207025500000000,34.630473260000002,57.7140007
628,1979,711,1496,洛阳师范学院,4141010482.000000000000000,河南省,洛阳市,本科,公办,洛阳师范学院,51a8d50c7c8ac1e3fa0cad24,洛龙区,112.600656000000001,34.630674560000003,156.3099976
629,1132,415,791,南京医科大学康达学院,4132013980.000000000000000,江苏省教育厅,连云港市,本科,民办,南京医科大学康达学院,02412060706efe87f60e774c,海州区,119.223700500000007,34.651616939999997,29.8554993
630,2049,728,1513,黄河科技学院,4141011834.000000000000000,河南省教育厅,郑州市,本科,民办,黄河科技学院,693a43e0ee60791b02294f5a,管城回族区,113.670423600000007,34.688807769999997,91.3768997
631,2053,730,1515,郑州科技学院,4141012746.000000000000000,河南省教育厅,郑州市,本科,民办,郑州科技学院,4fc3161ad008d7a93a13fdca,二七区,113.505881099999996,34.709106009999999,58.3036003
632,1902,693,1478,郑州大学,4141010459.000000000000000,河南省,郑州市,本科,公办,郑州大学(南校区),e6ee2fd2a4f5ae352b11d142,二七区,113.633375599999994,34.743491970000001,42.5836983
633,2085,745,1530,郑州商学院,4141014040.000000000000000,河南省教育厅,郑州市,本科,民办,郑州商学院(紫荆东校区),f450b06ff7cec75ad81318d9,巩义市,113.022955899999999,34.761773099999999,64.5431976
634,1802,654,1356,枣庄学院,4137010904.000000000000000,山东省,枣庄市,本科,公办,枣庄学院(新校区),112e412ba60de5eae115f92f,薛城区,117.316446499999998,34.763100809999997,109.9629974
635,3170,1145,2543,渭南师范学院,4161010723.000000000000000,陕西省,渭南市,本科,公办,渭南师范学院富平校区,5bcc5f23a86cc5b90869d90d,富平县,109.160047300000002,34.770924500000000,43.8866997
636,1894,692,1477,华北水利水电大学,4141010078.000000000000000,河南省,郑州市,本科,公办,华北水利水电大学(龙子湖校区),4f0309fb88b687e554bfffba,金水区,113.787045599999999,34.782269380000002,97.6404037
637,1983,713,1498,河南财经政法大学,4141010484.000000000000000,河南省,郑州市,本科,公办,河南财经政法大学(郑东校区),598249e83d8524334002458a,金水区,113.812713799999997,34.780715639999997,82.4175034
638,1989,714,1499,郑州航空工业管理学院,4141010485.000000000000000,河南省,郑州市,本科,公办,郑州航空工业管理学院(龙子湖校区),8cd63472018fd26e45e27443,金水区,113.781109499999999,34.789505460000001,87.7688980
639,2047,727,1512,河南警察学院,4141011788.000000000000000,河南省,郑州市,本科,公办,河南警察学院,2e00c5ddb735971cd6851fa7,金水区,113.815516900000006,34.792150800000002,61.2979012
640,1932,699,1484,河南农业大学,4141010466.000000000000000,河南省,郑州市,本科,公办,河南农业大学(龙子湖校区),2e00c5dd6737e761d7851f5c,金水区,113.815871599999994,34.800199130000003,92.6055984
641,1938,701,1486,河南牧业经济学院,4141010469.000000000000000,河南省,郑州市,本科,公办,河南牧业经济学院(龙子湖校区),f9fd6062fec7e0620e0e6ba1,金水区,113.808879000000005,34.804946819999998,52.9622002
642,2036,724,1509,河南财政金融学院,4141011652.000000000000000,河南省,郑州市,本科,公办,河南财政金融学院(龙子湖校区),0a4e998fc79cd848abf7290c,金水区,113.801971300000005,34.806363070000003,55.0652008
643,1919,695,1480,郑州轻工业大学,4141010462.000000000000000,河南省,郑州市,本科,公办,郑州轻工业大学(科学校区),648ae22696ea1b17725e80b0,中原区,113.503447300000005,34.811813950000001,42.9202003
644,1954,704,1489,河南大学,4141010475.000000000000000,河南省,开封市,本科,公办,河南大学(明伦校区),ff2d1d4fc6b02a6cc6f025ba,顺河回族区,114.363327799999993,34.812146700000000,43.7286987
645,1955,704,1489,河南大学,4141010475.000000000000000,河南省,开封市,本科,公办,河南大学(金明校区),281e7327e2cd14c8841541cb,龙亭区,114.303554000000005,34.818065900000001,117.6999969
646,1901,693,1478,郑州大学,4141010459.000000000000000,河南省,郑州市,本科,公办,郑州大学,fc7675243777ff844f776ea6,中原区,113.526276999999993,34.815504930000003,216.5529938
647,1922,696,1481,河南工业大学,4141010463.000000000000000,河南省,郑州市,本科,公办,河南工业大学(莲花街校区),63bdc5aa6d341bf38bdb737e,中原区,113.543638099999995,34.832089770000003,108.8870010
648,2062,733,1518,郑州财经学院,4141013497.000000000000000,河南省教育厅,郑州市,本科,民办,郑州财经学院,49de8718e886ad07b726555c,惠济区,113.595072000000002,34.862535209999997,33.8111000
649,1937,701,1486,河南牧业经济学院,4141010469.000000000000000,河南省,郑州市,本科,公办,河南牧业经济学院(英才校区),c7eca12b70aacd37e115f9fa,惠济区,113.635749799999999,34.862831669999998,32.5607986
