FID,num,uni_num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,lng,lat,uid,area,lngN,latN,面积
0,2668,975,2137,海南热带海洋学院,4146011100.000000000000000,海南省,三亚市,本科,公办,海南热带海洋学院,109.540805000000006,18.316374000000000,dcf78353965ab0259a005049,吉阳区,109.530290300000004,18.312079059999999,39.4972992
1,2678,980,2142,三亚学院,4146013892.000000000000000,海南省教育厅,三亚市,本科,民办,三亚学院(南校区),109.563237000000001,18.331340999999998,00786b069070b30747572607,吉阳区,109.552822199999994,18.326854000000001,13.3778000
2,2680,980,2142,三亚学院,4146013892.000000000000000,海南省教育厅,三亚市,本科,民办,三亚学院(北校区),109.565900999999997,18.343062000000000,88d672dcc14c33c995f08ca1,吉阳区,109.555490399999996,18.338578779999999,110.4359970
3,2682,981,2143,海南科技职业大学,4146014172.000000000000000,海南省教育厅,海口市,本科,民办,海南科技职业大学(云龙校区),110.468530000000001,19.863900000000001,af060f5c9672af580482c2f4,琼山区,110.457549900000004,19.860116919999999,18.6357994
4,2667,974,2136,海南大学,4146010589.000000000000000,海南省,海口市,本科,公办,海南大学(观澜湖校区),110.343286000000006,19.926791000000001,ee1714739e75c24f047ce8d2,龙华区,110.332358400000004,19.923071910000001,49.5545006
5,2674,978,2140,海口经济学院,4146012308.000000000000000,海南省教育厅,海口市,本科,民办,海口经济学院,110.495174000000006,19.970276999999999,f81bb8f97ebe13c41b94c6a3,美兰区,110.484295799999998,19.966342480000002,87.2870026
6,2676,979,2141,琼台师范学院,4146013811.000000000000000,海南省,海口市,本科,公办,琼台师范学院(桂林洋校区),110.523217000000002,19.980723000000001,558afb5a781acf33210262a1,美兰区,110.512487600000000,19.976533289999999,68.8327026
7,2671,977,2139,海南医学院,4146011810.000000000000000,海南省,海口市,本科,公办,海南医学院(城西校区),110.340626999999998,19.987843999999999,8fa14fc3f165db6ef7eafc61,龙华区,110.329706700000003,19.984170010000000,31.0489998
8,2670,976,2138,海南师范大学,4146011658.000000000000000,海南省,海口市,本科,公办,海南师范大学(桂林洋校区),110.521623000000005,19.988699000000000,2ff04c304bd5a7c931870a8b,美兰区,110.510896000000002,19.984518540000000,93.7254028
9,2669,976,2138,海南师范大学,4146011658.000000000000000,海南省,海口市,本科,公办,海南师范大学(南校区),110.350948000000002,20.002057000000001,5b537d60c0512b88d92f283d,琼山区,110.340015600000001,19.998384300000001,20.0221004
10,2677,979,2141,琼台师范学院,4146013811.000000000000000,海南省,海口市,本科,公办,琼台师范学院,110.364110999999994,20.004460000000002,3e9d4ac47b358437081cc7e8,琼山区,110.353174499999994,20.000644120000000,2.5587399
11,2673,977,2139,海南医学院,4146011810.000000000000000,海南省,海口市,本科,公办,海南医学院宿舍区,110.339326999999997,20.036349999999999,68f00f573581d1820782c2a7,龙华区,110.328415899999996,20.032712629999999,1.0254900
12,2681,981,2143,海南科技职业大学,4146014172.000000000000000,海南省教育厅,海口市,本科,民办,海南科技职业大学(美兰校区),110.416143000000005,20.048864999999999,e56bf5e368b315390682c282,美兰区,110.405211600000001,20.044546740000001,15.4691000
13,2665,974,2136,海南大学,4146010589.000000000000000,海南省,海口市,本科,公办,海南大学(海甸校区),110.335539999999995,20.062550000000002,5c940559b6d54398d5b74efd,美兰区,110.324616899999995,20.058907130000001,132.2579956
14,2404,874,1896,广东海洋大学,4144010566.000000000000000,广东省,湛江市,本科,公办,广东海洋大学,110.307238999999996,21.157361999999999,15e1e85e462ad4a159109391,麻章区,110.296391999999997,21.153698580000000,139.7500000
15,2518,913,1935,湛江科技学院,4144012622.000000000000000,广东省教育厅,湛江市,本科,民办,湛江科技学院(新湖校区),110.250731000000002,21.170642000000001,efbf89f8d79dc57bcac3db63,麻章区,110.239887400000001,21.167268390000000,82.0418015
16,2406,874,1896,广东海洋大学,4144010566.000000000000000,广东省,湛江市,本科,公办,广东海洋大学(霞山校区),110.417186999999998,21.204720999999999,a1af15b83a42625f97ec8477,霞山区,110.406213699999995,21.200789470000000,4.9389300
17,2412,876,1898,广东医科大学,4144010571.000000000000000,广东省,湛江市,本科,公办,广东医科大学(湛江校区),110.416644000000005,21.211313000000001,5ec30a5a159f58c1b05c6a73,霞山区,110.405674099999999,21.207376960000001,14.1111002
18,2405,874,1896,广东海洋大学,4144010566.000000000000000,广东省,湛江市,本科,公办,广东海洋大学(海滨校区),110.421442999999996,21.227861000000001,fd13a3f2cfe0bff9b0077d93,霞山区,110.410459200000005,21.223976239999999,11.1709995
19,2433,883,1905,岭南师范学院,4144010579.000000000000000,广东省,湛江市,本科,公办,岭南师范学院(寸金校区),110.353396000000004,21.275264000000000,4b88f6f7a934f87d3617dc58,赤坎区,110.342355100000006,21.271980830000000,63.1996002
20,2407,874,1896,广东海洋大学,4144010566.000000000000000,广东省,湛江市,本科,公办,广东海洋大学寸金学院(麻章校区),110.343140000000005,21.292676000000000,8d96925c4a1fbf46c0f1cf92,麻章区,110.332124699999994,21.289430140000000,29.3073006
21,2644,961,2076,北海艺术设计学院,4145013524.000000000000000,广西壮族自治区教育厅,北海市,本科,民办,北海艺术设计学院,109.153503999999998,21.455058000000001,c20b12875d0d5845f5c59cd1,银海区,109.142689500000003,21.451777820000000,29.0347004
22,2487,900,1922,广东石油化工学院,4144011656.000000000000000,广东省,茂名市,本科,公办,广东石油化工学院(光华校区),110.929083000000006,21.670866000000000,7915797c7c2c39cd0d0a70a4,茂南区,110.918048999999996,21.667854810000001,2.8782899
23,2486,900,1922,广东石油化工学院,4144011656.000000000000000,广东省,茂名市,本科,公办,广东石油化工学院,110.929276999999999,21.685017999999999,42679a8690141f062ab97c79,茂南区,110.918252899999999,21.682016800000000,30.7646008
24,2635,956,2071,北部湾大学,4145011607.000000000000000,广西壮族自治区,钦州市,本科,公办,北部湾大学,108.622482000000005,21.904202000000002,5c78e851c4dcb68e843304b4,钦南区,108.612340700000004,21.900884640000001,118.1200027
25,2532,921,1943,珠海科技学院,4144013684.000000000000000,广东省教育厅,珠海市,本科,民办,珠海科技学院,113.411619999999999,22.056773000000000,11aa09c5e3aa76f4f03cba38,金湾区,113.399750699999998,22.053023169999999,182.7449951
26,2530,920,1942,北京理工大学珠海学院,4144013675.000000000000000,广东省教育厅,珠海市,本科,民办,北京理工大学珠海学院,113.547319000000002,22.370705999999998,0e40ef3a52f36380bbbd6398,香洲区,113.535698199999999,22.367509550000001,200.5240021
27,2660,972,2087,广西城市职业大学,4145013920.000000000000000,广西壮族自治区教育厅,崇左市,本科,民办,广西城市职业大学(崇左校区),107.402417999999997,22.373266000000001,e77e0093dadaf3950aa8d409,江州区,107.391779799999995,22.369671250000000,69.5288010
28,2603,946,2061,广西民族师范学院,4145010604.000000000000000,广西壮族自治区,崇左市,本科,公办,广西民族师范学院,107.402224000000004,22.389171999999999,cad4e263cf597844d8d89132,江州区,107.391600400000002,22.385583730000000,69.5326996
29,2484,899,1921,电子科技大学中山学院,4144011545.000000000000000,广东省教育厅,中山市,本科,民办,电子科技大学中山学院,113.396955000000005,22.533684000000001,4cbbf2cb5dac54a1c26c143e, ,113.385054600000004,22.530082470000000,39.3858986
30,2455,890,1912,深圳大学,4144010590.000000000000000,广东省,深圳市,本科,公办,深圳大学(粤海校区),113.942617999999996,22.537872000000000,410fd097f30195a083a00c3f,南山区,113.931206799999998,22.535245230000001,140.4160004
31,2652,966,2081,南宁师范大学师园学院,4145013642.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,南宁师范大学师园学院,108.242580000000004,22.594170999999999,4ef2308a96edc17dc26c14de,江南区,108.232214900000002,22.590747340000000,19.7847004
32,2661,972,2087,广西城市职业大学,4145013920.000000000000000,广西壮族自治区教育厅,崇左市,本科,民办,广西城市职业大学(空港校区),107.930421999999993,22.593776999999999,d0022d9a536965367ab55c56,扶绥县,107.920057499999999,22.591073219999998,33.2846985
33,2475,897,1919,五邑大学,4144011349.000000000000000,广东省,江门市,本科,公办,五邑大学,113.091300000000004,22.603529999999999,61c819c4463eef77c03644d3,蓬江区,113.079286100000004,22.600453989999998,56.4491005
34,2456,890,1912,深圳大学,4144010590.000000000000000,广东省,深圳市,本科,公办,深圳大学(丽湖校区),113.999539999999996,22.602777000000000,3bb662cc6d6515c0fda77821,南山区,113.988116500000004,22.599351020000000,59.2267990
35,2556,930,1952,南方科技大学,4144014325.000000000000000,广东省,深圳市,本科,公办,南方科技大学,114.005913000000007,22.603943999999998,72b66886812878a6a11de9b0,南山区,113.994478400000006,22.600476550000000,113.7139969
36,2610,948,2063,玉林师范学院,4145010606.000000000000000,广西壮族自治区,玉林市,本科,公办,玉林师范学院(西校区),110.167294999999996,22.646830999999999,f03f645c7e6cf82a09a8d400,玉州区,110.156365100000002,22.643262839999998,16.1065998
37,2559,934,1956,深圳北理莫斯科大学,4144016409.000000000000000,广东省,深圳市,本科,中外合作办学,深圳北理莫斯科大学,114.212304000000003,22.685234999999999,86874d596dda58762b3a9f08,龙岗区,114.200881699999996,22.682111620000001,24.9169998
38,2609,948,2063,玉林师范学院,4145010606.000000000000000,广西壮族自治区,玉林市,本科,公办,玉林师范学院(东校区),110.202569999999994,22.684207000000001,41572e002efda3b7b55f1ebd,玉州区,110.191601599999998,22.681126370000001,94.5345993
39,2633,955,2070,南宁学院,4145011549.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,南宁学院,108.459619000000004,22.755925999999999,8e3949ba741582c8ebe5821a,邕宁区,108.449097699999996,22.752605760000002,62.8773994
40,3021,1100,2445,普洱学院,4153010685.000000000000000,云南省,普洱市,本科,公办,普洱学院,101.005893999999998,22.774453999999999,e41a87f3e6d41719f603b81e,思茅区,100.998086000000001,22.771537080000002,26.1068993
41,2584,940,2055,广西医科大学,4145010598.000000000000000,广西壮族自治区,南宁市,本科,公办,广西医科大学护理学院,108.348374000000007,22.803495999999999,31dbedd7a362e95a1e1d11ce,青秀区,108.337894399999996,22.800046840000000,4.6956701
42,2655,967,2082,广西中医药大学赛恩斯新医药学院,4145013643.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,广西中医药大学赛恩斯新医药学院,108.513391999999996,22.802378000000001,6982b9c171b0787fa3acc437,青秀区,108.503014800000003,22.799186639999999,4.5793800
43,2582,940,2055,广西医科大学,4145010598.000000000000000,广西壮族自治区,南宁市,本科,公办,广西医科大学,108.357298999999998,22.803457000000002,5c2dc21d47f1be076ec02c89,青秀区,108.346823499999999,22.799892839999998,38.6785011
44,2642,960,2075,广西警察学院,4145013520.000000000000000,广西壮族自治区,南宁市,本科,公办,广西警察学院(仙葫校区),108.450964999999997,22.806660000000001,bcaebff80cc42529c9e33c26,青秀区,108.440382900000003,22.803450689999998,26.7187996
45,2588,942,2057,广西中医药大学,4145010600.000000000000000,广西壮族自治区,南宁市,本科,公办,广西中医药大学(仙葫校区),108.510390999999998,22.805392999999999,65db9558d53604f0a3acc4b0,青秀区,108.500011599999993,22.802141299999999,44.7929993
46,2658,970,2085,广西外国语学院,4145013830.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,广西外国语学院,108.522544999999994,22.806228000000001,2f27f5321f6e9215f6c59c8f,青秀区,108.512159699999998,22.803215850000001,41.6086998
47,2599,945,2060,南宁师范大学,4145010603.000000000000000,广西壮族自治区,南宁市,本科,公办,南宁师范大学(五合校区),108.532955999999999,22.811098999999999,eff69be0e555cd6b4f3a5996,青秀区,108.522565999999998,22.808259880000001,54.7776985
48,2590,942,2057,广西中医药大学,4145010600.000000000000000,广西壮族自治区,南宁市,本科,公办,广西中医药大学附设中医学校,108.348194000000007,22.826543999999998,d4a8edb98fe6990d9cf779f6,青秀区,108.337693400000006,22.823085389999999,0.0905814
49,2631,954,2069,广西财经学院,4145011548.000000000000000,广西壮族自治区,南宁市,本科,公办,广西财经学院(相思湖校区),108.188452999999996,22.833033000000000,410042ed6dcfaf0f5e0d023d,西乡塘区,108.177846000000002,22.830111639999998,37.9738998
50,2663,973,2088,广西职业师范学院,4145014684.000000000000000,广西壮族自治区,南宁市,本科,公办,广西职业师范学院(相思湖校区),108.243849999999995,22.837907000000001,2cc3c8e83504b6d74c2fdfa8,西乡塘区,108.233475100000007,22.834417070000001,21.5576000
51,2643,960,2075,广西警察学院,4145013520.000000000000000,广西壮族自治区,南宁市,本科,公办,广西警察学院(长湖校区),108.362314999999995,22.838484999999999,c52fe1efd94789a3130daa13,青秀区,108.351813100000001,22.834865789999998,10.0689001
52,2600,945,2060,南宁师范大学,4145010603.000000000000000,广西壮族自治区,南宁市,本科,公办,南宁师范大学(长岗校区),108.356092000000004,22.841657999999999,c7eca12b4b7ac636e015f9a5,兴宁区,108.345593500000007,22.838087900000001,12.5478001
53,2630,954,2069,广西财经学院,4145011548.000000000000000,广西壮族自治区,南宁市,本科,公办,广西财经学院(明秀校区),108.304805999999999,22.842010999999999,bad08136157aa749744ff143,西乡塘区,108.294274099999996,22.839134479999998,23.0842991
54,2614,950,2065,广西民族大学,4145010608.000000000000000,广西壮族自治区,南宁市,本科,公办,广西民族大学(思源湖校区),108.203536999999997,22.842110000000002,e965845f7fa63f8696ca0738,西乡塘区,108.192988900000003,22.839093909999999,58.5704994
55,2587,942,2057,广西中医药大学,4145010600.000000000000000,广西壮族自治区,南宁市,本科,公办,广西中医药大学,108.325620000000001,22.846844999999998,19f91808064f3fbd4c3a5987,西乡塘区,108.315086199999996,22.843783729999998,10.1662998
56,2597,945,2060,南宁师范大学,4145010603.000000000000000,广西壮族自治区,南宁市,本科,公办,南宁师范大学(明秀校区),108.326571000000001,22.846921999999999,50f7d14649cca2c773210bb6,西乡塘区,108.316038399999996,22.843845120000001,12.6830997
57,2613,950,2065,广西民族大学,4145010608.000000000000000,广西壮族自治区,南宁市,本科,公办,广西民族大学(相思湖校区),108.242054999999993,22.849620999999999,5e695551fd64f1f21ce999ac,西乡塘区,108.231681399999999,22.846132170000001,68.3164978
58,2645,962,2077,广西农业职业技术大学,4145016205.000000000000000,广西壮族自治区,南宁市,本科,公办,广西农业职业技术大学,108.249508000000006,22.850648000000000,750ec1657538492a4d3a59a6,西乡塘区,108.239142000000001,22.847158189999998,27.5079994
59,2664,973,2088,广西职业师范学院,4145014684.000000000000000,广西壮族自治区,南宁市,本科,公办,广西职业师范学院(罗文校区),108.228102000000007,22.858991000000000,55a10e97bc57d8120f0a7029,西乡塘区,108.217691400000007,22.855618069999998,8.6540298
60,2566,936,2051,广西大学,4145010593.000000000000000,广西壮族自治区,南宁市,本科,公办,广西大学行健文理学院,108.297559000000007,22.861097000000001,955f31934444eb0346e2744f,西乡塘区,108.287056500000006,22.858192460000001,6.9914098
61,2564,936,2051,广西大学,4145010593.000000000000000,广西壮族自治区,南宁市,本科,公办,广西大学,108.297663000000000,22.848618999999999,f60dec992072eea9a7c75661,西乡塘区,108.287150400000002,22.845717680000000,272.2130127
62,2611,949,2064,广西艺术学院,4145010607.000000000000000,广西壮族自治区,南宁市,本科,公办,广西艺术学院(相思湖校区),108.229344999999995,22.862832000000001,5edc2d99e9812d4e6b49f308,西乡塘区,108.218943300000007,22.859442860000001,33.1110001
63,2589,942,2057,广西中医药大学,4145010600.000000000000000,广西壮族自治区,南宁市,本科,公办,广西中医药大学附设中医学校,108.326784000000004,22.871428999999999,b3aa435d0d50c57615764321,西乡塘区,108.316272299999994,22.868343759999998,1.9189301
64,2488,901,1923,东莞理工学院,4144011819.000000000000000,广东省,东莞市,本科,公办,东莞理工学院(松山湖校区),113.880882000000000,22.909223000000001,17365033c5c497c6b320a8a4, ,113.869529099999994,22.905833680000001,117.3590012
65,2537,924,1946,广东科技学院,4144013719.000000000000000,广东省教育厅,东莞市,本科,民办,广东科技学院(南城校区),113.762141000000000,22.978418000000001,ff829a6be9d19c1a373a718e, ,113.750509699999995,22.974826400000001,21.7346001
66,2494,902,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学番禺校区,113.340119999999999,22.980467999999998,02b657718a25003fa6da39f2,番禺区,113.328129300000001,22.977438079999999,27.8684006
67,2551,927,1949,东莞城市学院,4144013844.000000000000000,广东省教育厅,东莞市,本科,民办,东莞城市学院,113.847273000000001,22.984522999999999,f0ac864032aba0e7a4c756c4, ,113.835718600000007,22.981528930000000,55.5568008
68,2490,901,1923,东莞理工学院,4144011819.000000000000000,广东省,东莞市,本科,公办,东莞理工学院(常平)智能制造与创意设计学院,113.999116000000001,22.991720000000001,fb284a31c8b27eb98bfc0613, ,113.987693100000001,22.988176220000000,0.4453720
69,2541,925,1947,广东理工学院,4144013720.000000000000000,广东省教育厅,肇庆市,本科,民办,广东理工学院(高要校区),112.491224000000003,23.011914000000001,85e90f33b05937f5725e8039,高要区,112.479484200000002,23.008829420000001,51.6321983
70,2398,872,1894,华南理工大学,4144010561.000000000000000,教育部,广州市,本科,公办,华南理工大学(广州国际校区),113.411970999999994,23.017973000000001,f50c1929d8ff4e60b23c81f8,番禺区,113.400039599999999,23.014193310000000,99.5271988
71,2385,870,1892,暨南大学,4144010559.000000000000000,中央统战部,广州市,本科,公办,暨南大学(番禺校区),113.421937000000000,23.024256000000001,3c80992fe721927e4c6d46d8,番禺区,113.409987400000006,23.020565779999998,67.7789993
72,2503,904,1926,佛山科学技术学院,4144011847.000000000000000,广东省,佛山市,本科,公办,佛山科学技术学院(江湾校区),113.104391000000007,23.030139999999999,e99c8acc728fbb8f593ac821,禅城区,113.092348799999996,23.027020279999999,35.6502991
73,2446,887,1909,广州美术学院,4144010586.000000000000000,广东省,广州市,本科,公办,广州美术学院(大学城校区),113.389007000000007,23.044584000000000,f633606a781e994e0b69d9d6,番禺区,113.377043599999993,23.040921380000000,14.1759005
74,2491,902,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学(大学城校区),113.399597000000000,23.045705000000002,f879e42a98efd3e628b97c60,番禺区,113.387646500000002,23.041922050000000,102.4789963
75,2496,902,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学生活区东区,113.400395000000003,23.048683000000000,d3afca43812f2d90c51b75e3,番禺区,113.388441799999995,23.044892930000000,10.5930996
76,2425,881,1903,惠州学院,4144010577.000000000000000,广东省,惠州市,本科,公办,惠州学院,114.424935000000005,23.044727000000002,4791af4aafb023b541d63efb,惠城区,114.413401399999998,23.041595370000000,52.5782013
77,2411,875,1897,广州医科大学,4144010570.000000000000000,广东省,广州市,本科,公办,广州医科大学(番禺校区),113.432316000000000,23.050467999999999,b500250d3ec43722b24c49df,番禺区,113.420317400000002,23.046928940000001,32.3148003
78,2463,893,1915,广州大学,4144011078.000000000000000,广东省,广州市,本科,公办,广州大学,113.377371999999994,23.046824999999998,34e9c19149b09d3e9e82eac6,番禺区,113.365381499999998,23.043366469999999,79.3918991
79,2505,904,1926,佛山科学技术学院,4144011847.000000000000000,广东省,佛山市,本科,公办,佛山科学技术学院(河滨路校区),113.125264000000001,23.052098999999998,4fc3161ae254c5a93a13fd1e,禅城区,113.113229599999997,23.048820920000001,3.1664000
80,2397,872,1894,华南理工大学,4144010561.000000000000000,教育部,广州市,本科,公办,华南理工大学(大学城校区),113.411968000000002,23.054905000000002,3d6c50d58b5e55b871455bca,番禺区,113.400005800000002,23.051103659999999,104.6819992
81,2489,901,1923,东莞理工学院,4144011819.000000000000000,广东省,东莞市,本科,公办,东莞理工学院(莞城校区),113.779276999999993,23.057033000000001,f696f3c2dff75c961b11d5d0, ,113.767640999999998,23.053477220000001,22.3302994
82,2416,878,1900,广东药科大学,4144010573.000000000000000,广东省,广州市,本科,公办,广东药科大学(大学城校区),113.418229999999994,23.062028999999999,f0585b849ea32ef73010afe6,番禺区,113.406252699999996,23.058271980000001,33.4595985
83,2415,877,1899,广州中医药大学,4144010572.000000000000000,广东省,广州市,本科,公办,广州中医药大学生活区,113.406048999999996,23.061164000000002,fcffd404ccaed3b42b201a37,番禺区,113.394084899999996,23.057346530000000,25.3619995
84,2420,879,1901,华南师范大学,4144010574.000000000000000,广东省,广州市,本科,公办,华南师范大学(广州校区大学城校园),113.386582000000004,23.058768000000001,8e9c038f20a1f29cc17da244,番禺区,113.374599399999994,23.055134920000000,60.8193016
85,2449,888,1910,星海音乐学院,4144010587.000000000000000,广东省,广州市,本科,公办,星海音乐学院(大学城校区),113.386825000000002,23.063856999999999,da1cbd65975b8ff7f80cad4b,番禺区,113.374838900000000,23.060217030000000,15.4773998
86,2413,877,1899,广州中医药大学,4144010572.000000000000000,广东省,广州市,本科,公办,广州中医药大学(大学城校区),113.410494999999997,23.064129999999999,103cd2bcf5431ea6e115f9c5,番禺区,113.398526500000003,23.060317030000000,42.5483017
87,2538,924,1946,广东科技学院,4144013719.000000000000000,广东省教育厅,东莞市,本科,民办,广东科技学院(松山湖校区),113.982957999999996,23.069513000000001,2ec3a4d1853ab36b8d772732, ,113.971502900000004,23.066180200000002,62.8922997
88,2500,903,1925,广东外语外贸大学,4144011846.000000000000000,广东省,广州市,本科,公办,广东外语外贸大学(南校区),113.403974000000005,23.070256000000001,764672e5da333cd394ec84fb,番禺区,113.392004600000007,23.066437390000001,46.7453995
89,2380,869,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学(广州校区东校园),113.396657000000005,23.072289999999999,af1ae56beee7d8114307c19e,番禺区,113.384682600000005,23.068515909999999,79.6737976
90,2545,925,1947,广东理工学院,4144013720.000000000000000,广东省教育厅,肇庆市,本科,民办,广东理工学院(北校区),112.447868000000000,23.079025999999999,74103dac57425ed5b11e367f,端州区,112.436096899999995,23.075235259999999,7.0628200
91,2438,884,1906,肇庆学院,4144010580.000000000000000,广东省,肇庆市,本科,公办,肇庆学院(星湖校区),112.504142999999999,23.087240000000001,9f97b1c5d8d60a07b74f54a1,端州区,112.492382599999999,23.084253520000001,6.4159398
92,2417,878,1900,广东药科大学,4144010573.000000000000000,广东省,广州市,本科,公办,广东药科大学(赤岗校区),113.340165999999996,23.089900000000000,46e86fddac8f0811d13ce369,海珠区,113.328158500000001,23.086821539999999,4.4190698
93,2467,894,1916,广州航海学院,4144011106.000000000000000,广东省,广州市,本科,公办,广州航海学院(琶洲校区),113.402940999999998,23.095285000000001,414a0e7dc7e56a05f40e77b4,海珠区,113.390978099999998,23.091460909999999,3.8508401
94,2447,887,1909,广州美术学院,4144010586.000000000000000,广东省,广州市,本科,公办,广州美术学院(昌岗校区),113.285354999999996,23.099383000000000,c5bd9a5dca7d3b0708ccdd20,海珠区,113.273582399999995,23.095726209999999,8.6847601
95,2458,891,1913,广东财经大学,4144010592.000000000000000,广东省,广州市,本科,公办,广东财经大学(广州校区),113.360872000000001,23.096688000000000,bd83996bb4665494badf8f68,海珠区,113.348843400000007,23.093496290000001,39.6445999
96,2549,926,1948,广东工商职业技术大学,4144013721.000000000000000,广东省教育厅,肇庆市,本科,民办,广东工商职业技术大学(星湖校区),112.485102999999995,23.102042000000001,673d794fa78fdddbcae33c2c,端州区,112.473333699999998,23.098808999999999,59.0023994
97,2553,929,1951,广东第二师范学院,4144014278.000000000000000,广东省,广州市,本科,公办,广东第二师范学院(海珠校区),113.323617999999996,23.104984999999999,6ee01020b5638eef52e5c574,海珠区,113.311696699999999,23.101736259999999,10.0663004
98,2418,878,1900,广东药科大学,4144010573.000000000000000,广东省,广州市,本科,公办,广东药科大学(宝岗校区),113.272424999999998,23.107624999999999,8b6c3c134122b3a9c51e514c,海珠区,113.260652300000004,23.104062379999998,2.9607000
99,2379,869,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学(广州校区南校园),113.304863999999995,23.102914999999999,29da5a5c5df245c81b94c69c,海珠区,113.293039399999998,23.099379240000001,92.2796021
100,2466,894,1916,广州航海学院,4144011106.000000000000000,广东省,广州市,本科,公办,广州航海学院(黄埔校区),113.484983000000000,23.106083999999999,586f95666b4b9d8bf11937ed,黄埔区,113.473046800000006,23.102887910000000,30.4967995
101,2470,895,1917,广东警官学院,4144011110.000000000000000,广东省,广州市,本科,公办,广东警官学院,113.294336000000001,23.111476000000000,6228ca012340578e4d55475b,海珠区,113.282558800000004,23.107835110000000,0.3148560
102,2473,896,1918,仲恺农业工程学院,4144011347.000000000000000,广东省,广州市,本科,公办,仲恺农业工程学院(海珠校区),113.288537000000005,23.112292000000000,dbf6fdef184e023894ec8420,海珠区,113.276772899999997,23.108630880000000,10.1103001
103,2437,884,1906,肇庆学院,4144010580.000000000000000,广东省,肇庆市,本科,公办,肇庆学院,112.501586000000003,23.112805000000002,9081e8a0c5941235a5da3911,端州区,112.489840599999994,23.109796530000001,66.6791000
104,2381,869,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学(北校区),113.296533999999994,23.134670000000000,8f8c7b69074af197eaf8536d,越秀区,113.284762799999996,23.131037530000000,15.0065002
105,2450,889,1911,广东技术师范大学,4144010588.000000000000000,广东省,广州市,本科,公办,广东技术师范大学(东校区),113.378210999999993,23.137131000000000,a8131e15dfcebbde740269be,天河区,113.366236599999993,23.133622880000001,10.1844997
106,2492,902,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学(东风路校区),113.306550000000001,23.139209999999999,2602a2185d6239699cec2b3d,越秀区,113.294737600000005,23.135686870000001,7.7145200
107,2410,875,1897,广州医科大学,4144010570.000000000000000,广东省,广州市,本科,公办,广州医科大学(越秀校区),113.261982000000003,23.140112999999999,17277a397828f8f8c37da280,越秀区,113.250196200000005,23.136698360000000,4.3738098
108,2383,870,1892,暨南大学,4144010559.000000000000000,中央统战部,广州市,本科,公办,暨南大学(石牌校区),113.354510000000005,23.136831000000001,ddc8fe7205e884a7b6f42ffd,天河区,113.342506599999993,23.133702370000002,65.5056992
109,2495,902,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学生活区(环市路),113.306313000000003,23.141756000000001,f0d9c9f9308dbd5a9b68b44c,越秀区,113.294500900000003,23.138228439999999,2.0615799
110,2513,907,1929,广东东软学院,4144012574.000000000000000,广东省教育厅,佛山市,本科,民办,广东东软学院,113.030647000000002,23.143497000000000,b41ba3a0a82772f7abf0cd8b,南海区,113.018875100000002,23.139893860000001,27.5769997
111,2419,879,1901,华南师范大学,4144010574.000000000000000,广东省,广州市,本科,公办,华南师范大学(广州校区石牌校园),113.357849999999999,23.144541000000000,c4172f484899a04aab059d15,天河区,113.345843599999995,23.141374070000001,77.9429016
112,2542,925,1947,广东理工学院,4144013720.000000000000000,广东省教育厅,肇庆市,本科,民办,广东理工学院(鼎湖校区),112.551058999999995,23.146906000000001,16d168c4a6ecf1474bcc4acd,鼎湖区,112.539585900000006,23.143467990000001,31.2257004
113,2504,904,1926,佛山科学技术学院,4144011847.000000000000000,广东省,佛山市,本科,公办,佛山科学技术学院(仙溪校区),113.060192999999998,23.146598000000001,c384557c73da8b82badf8ffc,南海区,113.048335600000001,23.142891349999999,87.7067032
114,2445,886,1908,广州体育学院,4144010585.000000000000000,广东省,广州市,本科,公办,广州体育学院,113.325457000000000,23.149433999999999,e17e9373ee904eb725d2bb8a,天河区,113.313538899999998,23.146197059999999,31.9029999
115,2452,889,1911,广东技术师范大学,4144010588.000000000000000,广东省,广州市,本科,公办,广东技术师范大学(西校区),113.344804999999994,23.151634000000001,3dcf854917e1d209f33cba30,天河区,113.332808099999994,23.148544470000001,2.8635900
116,2464,893,1915,广州大学,4144011078.000000000000000,广东省,广州市,本科,公办,广州大学(桂花岗校区),113.272546000000006,23.154616999999998,863e61c83028d335a80dd8a4,越秀区,113.260779799999995,23.151035879999998,5.3916402
117,2384,870,1892,暨南大学,4144010559.000000000000000,中央统战部,广州市,本科,公办,暨南大学(广园东校区),113.338064000000003,23.157432000000000,5493efade5eeb3bb7c29bda4,天河区,113.326082000000000,23.154320729999998,14.2118998
